,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
0,13300000,1.0467262882352133,1.4034193573588298,1.4218117367065486,1.3782169202337835,1,0,0,0,1,1.5176924895404067,1,False,False
1,12250000,1.7570095257333957,1.4034193573588298,5.405808633904846,2.53202371213457,1,0,0,0,1,2.679409353022881,0,False,False
2,12250000,2.218232407225722,0.047278311684073836,1.4218117367065486,0.22441012833299692,1,0,1,0,0,1.5176924895404067,1,True,False
3,12215000,1.0836241187545992,1.4034193573588298,1.4218117367065486,0.22441012833299692,1,0,1,0,1,2.679409353022881,1,False,False
4,11410000,1.0467262882352133,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1,1,1,0,1,1.5176924895404067,0,False,False
5,10850000,1.0836241187545992,0.047278311684073836,3.4138101853056977,-0.9293966635677897,1,0,1,0,1,1.5176924895404067,1,True,False
6,10150000,1.5817448307663118,1.4034193573588298,3.4138101853056977,2.53202371213457,1,0,0,0,1,1.5176924895404067,1,True,False
7,10150000,5.096263187737839,2.7595604030335856,3.4138101853056977,0.22441012833299692,1,0,0,0,0,-0.8057412374245417,0,False,True
8,9870000,1.3603578476499951,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1,1,1,0,1,1.5176924895404067,1,False,False
9,9800000,0.2764840761430282,0.047278311684073836,1.4218117367065486,2.53202371213457,1,1,0,0,1,0.35597562605793237,1,False,True
10,9800000,3.712594543260859,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1,0,1,0,1,1.5176924895404067,1,False,False
11,9681000,0.39178979651610985,1.4034193573588298,3.4138101853056977,0.22441012833299692,1,1,1,1,0,1.5176924895404067,0,True,False
12,9310000,0.6454623813368893,1.4034193573588298,1.4218117367065486,0.22441012833299692,1,0,0,0,1,0.35597562605793237,1,True,False
13,9240000,-0.761267407214706,1.4034193573588298,1.4218117367065486,0.22441012833299692,1,0,0,1,0,1.5176924895404067,0,False,False
14,9240000,1.2219909832022973,0.047278311684073836,1.4218117367065486,0.22441012833299692,1,0,0,0,0,-0.8057412374245417,1,True,False
15,9100000,0.39178979651610985,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1,0,1,0,0,1.5176924895404067,0,True,False
16,9100000,0.6685235254115056,1.4034193573588298,1.4218117367065486,0.22441012833299692,1,1,1,0,1,0.35597562605793237,1,False,True
17,8960000,1.5448470002469257,0.047278311684073836,1.4218117367065486,2.53202371213457,1,0,0,0,1,1.5176924895404067,0,False,False
18,8890000,-0.253922237573147,0.047278311684073836,1.4218117367065486,0.22441012833299692,1,1,0,0,1,1.5176924895404067,0,False,False
19,8855000,0.5855034067428869,0.047278311684073836,1.4218117367065486,0.22441012833299692,1,0,0,0,1,0.35597562605793237,1,True,False
20,8750000,-0.3830646443909984,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1,0,1,1,0,1.5176924895404067,0,True,False
21,8680000,0.9245022246397467,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1,1,1,0,1,1.5176924895404067,0,False,True
22,8645000,1.3372967035753787,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1,1,1,0,1,0.35597562605793237,0,False,False
23,8645000,-0.2723711528328401,0.047278311684073836,1.4218117367065486,0.22441012833299692,1,1,1,0,1,0.35597562605793237,0,False,False
24,8575000,1.6832138646946235,0.047278311684073836,1.4218117367065486,0.22441012833299692,1,0,0,0,1,1.5176924895404067,0,False,False
25,8540000,0.6408501525219661,1.4034193573588298,1.4218117367065486,0.22441012833299692,1,1,1,0,1,1.5176924895404067,1,False,False
26,8463000,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,1,1,1,0,1,-0.8057412374245417,1,True,False
27,8400000,1.717805580806548,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1,0,0,0,0,0.35597562605793237,0,True,False
28,8400000,1.2911744154261462,2.7595604030335856,1.4218117367065486,0.22441012833299692,1,0,1,1,0,1.5176924895404067,0,False,True
29,8400000,0.16117835576994666,1.4034193573588298,1.4218117367065486,0.22441012833299692,1,0,1,0,1,0.35597562605793237,1,True,False
30,8400000,1.0720935467172912,0.047278311684073836,1.4218117367065486,2.53202371213457,1,0,0,0,1,1.5176924895404067,0,False,True
31,8400000,0.8530126780084362,0.047278311684073836,-0.5701867118926005,2.53202371213457,1,0,0,0,1,1.5176924895404067,0,True,False
32,8295000,-0.12477983075529565,1.4034193573588298,1.4218117367065486,0.22441012833299692,1,0,0,0,1,0.35597562605793237,1,False,False
33,8190000,0.3733408812564168,0.047278311684073836,3.4138101853056977,0.22441012833299692,1,1,1,0,0,0.35597562605793237,0,False,True
34,8120000,0.779217016969664,2.7595604030335856,-0.5701867118926005,0.22441012833299692,1,1,1,0,1,0.35597562605793237,0,False,False
35,8080940,0.8530126780084362,0.047278311684073836,1.4218117367065486,2.53202371213457,1,0,0,0,1,1.5176924895404067,0,False,False
36,8043000,1.0753221068877374,0.047278311684073836,1.4218117367065486,1.3782169202337835,1,0,0,1,0,0.35597562605793237,1,False,False
37,7980000,1.7754584409930887,1.4034193573588298,1.4218117367065486,2.53202371213457,1,0,0,0,1,1.5176924895404067,0,False,False
38,7962500,0.39178979651610985,0.047278311684073836,-0.5701867118926005,2.53202371213457,1,1,0,0,1,1.5176924895404067,0,False,True
39,7910000,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,1,0,0,0,1,0.35597562605793237,0,True,False
40,7875000,0.6454623813368893,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1,0,1,0,1,-0.8057412374245417,1,False,False
41,7840000,0.5578300338533473,0.047278311684073836,1.4218117367065486,2.53202371213457,1,0,0,0,1,-0.8057412374245417,1,False,False
42,7700000,0.6131767796324264,0.047278311684073836,1.4218117367065486,2.53202371213457,1,0,0,0,1,1.5176924895404067,0,False,True
